Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	ENA_FIRST_PUBLIC	Experiment	HLA_Risk_Class	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	collection_date	data_type	flowcell_barcode	geo_loc_name	host	host_subject_id	instrument_name	lane	lat_lon	library_type	product_order	product_part_number	read_group_id	run_barcode	run_name	sex	source_name	tissue	treatment	work_request
OTHER		150	PRJEB14696	SAMEA4065039		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589011		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BP57.13.fec	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518032	ERS1236149	ERP016357	SAMEA4065039				USA:NY:NYC		BP57										male			PAT	
OTHER		150	PRJEB14696	SAMEA4065040		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589012		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BP57.3.fec	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518033	ERS1236150	ERP016357	SAMEA4065040				USA:NY:NYC		BP57										male			PAT	
OTHER		150	PRJEB14696	SAMEA4065041		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589013		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BP57.6.fec	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518034	ERS1236151	ERP016357	SAMEA4065041				USA:NY:NYC		BP57										male			PAT	
OTHER		150	PRJEB14696	SAMEA4065042		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589014		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BP63.10.fec	2016-10-03	3	2	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518035	ERS1236152	ERP016357	SAMEA4065042				USA:NY:NYC		BP63										female			PAT	
OTHER		150	PRJEB14696	SAMEA4065043		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589015		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BP63.13.fec	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518036	ERS1236153	ERP016357	SAMEA4065043				USA:NY:NYC		BP63										female			PAT	
OTHER		150	PRJEB14696	SAMEA4065044		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589016		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BP63.3.fec	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518037	ERS1236154	ERP016357	SAMEA4065044				USA:NY:NYC		BP63										female			PAT	
OTHER		150	PRJEB14696	SAMEA4065045		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589017		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BP63.6.fec	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518038	ERS1236155	ERP016357	SAMEA4065045				USA:NY:NYC		BP63										female			PAT	
OTHER		150	PRJEB14696	SAMEA4065046		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589018		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BP64.13.fec	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518039	ERS1236156	ERP016357	SAMEA4065046				USA:NY:NYC		BP64										female			PAT	
OTHER		150	PRJEB14696	SAMEA4065047		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589019		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BP64.3.fec	2016-10-03	1	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518040	ERS1236157	ERP016357	SAMEA4065047				USA:NY:NYC		BP64										female			PAT	
OTHER		150	PRJEB14696	SAMEA4065048		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589020		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BP64.6.fec	2016-10-03	1	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518041	ERS1236158	ERP016357	SAMEA4065048				USA:NY:NYC		BP64										female			PAT	
OTHER		150	PRJEB14696	SAMEA4065049		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589021		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BP65.10.fec	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518042	ERS1236159	ERP016357	SAMEA4065049				USA:NY:NYC		BP65										female			PAT	
OTHER		150	PRJEB14696	SAMEA4065050		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589022		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BP65.13.fec	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518043	ERS1236160	ERP016357	SAMEA4065050				USA:NY:NYC		BP65										female			PAT	
OTHER		150	PRJEB14696	SAMEA4065051		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589023		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BP65.3.fec	2016-10-03	1	0	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518044	ERS1236161	ERP016357	SAMEA4065051				USA:NY:NYC		BP65										female			PAT	
OTHER		150	PRJEB14696	SAMEA4065052		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589024		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BP65.6.fec	2016-10-03	1	0	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518045	ERS1236162	ERP016357	SAMEA4065052				USA:NY:NYC		BP65										female			PAT	
OTHER		150	PRJEB14696	SAMEA4065053		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589025		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BP67.10.fec	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518046	ERS1236163	ERP016357	SAMEA4065053				USA:NY:NYC		BP67										male			PAT	
OTHER		150	PRJEB14696	SAMEA4065054		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589026		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BP67.13.fec	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518047	ERS1236164	ERP016357	SAMEA4065054				USA:NY:NYC		BP67										male			PAT	
OTHER		150	PRJEB14696	SAMEA4065055		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589027		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BP67.3.fec	2016-10-03	1	0	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518048	ERS1236165	ERP016357	SAMEA4065055				USA:NY:NYC		BP67										male			PAT	
OTHER		150	PRJEB14696	SAMEA4065056		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589028		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BP67.6.fec	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518049	ERS1236166	ERP016357	SAMEA4065056				USA:NY:NYC		BP67										male			PAT	
OTHER		150	PRJEB14696	SAMEA4065057		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589029		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BP69.10.fec	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518050	ERS1236167	ERP016357	SAMEA4065057				USA:NY:NYC		BP69										male			PAT	
OTHER		150	PRJEB14696	SAMEA4065058		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589030		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BP69.13.fec	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518051	ERS1236168	ERP016357	SAMEA4065058				USA:NY:NYC		BP69										male			PAT	
OTHER		150	PRJEB14696	SAMEA4065059		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589031		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BP69.3.fec	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518052	ERS1236169	ERP016357	SAMEA4065059				USA:NY:NYC		BP69										male			PAT	
OTHER		150	PRJEB14696	SAMEA4065060		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589032		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BP69.6.fec	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518053	ERS1236170	ERP016357	SAMEA4065060				USA:NY:NYC		BP69										male			PAT	
OTHER		150	PRJEB14696	SAMEA4065061		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589033		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BP70.10.fec	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518054	ERS1236171	ERP016357	SAMEA4065061				USA:NY:NYC		BP70										male			PAT	
OTHER		150	PRJEB14696	SAMEA4065062		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589034		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BP70.13.fec	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518055	ERS1236172	ERP016357	SAMEA4065062				USA:NY:NYC		BP70										male			PAT	
OTHER		150	PRJEB14696	SAMEA4065063		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589035		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BP70.3.fec	2016-10-03	1	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518056	ERS1236173	ERP016357	SAMEA4065063				USA:NY:NYC		BP70										male			PAT	
OTHER		150	PRJEB14696	SAMEA4065064		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589036		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BP70.6.fec	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518057	ERS1236174	ERP016357	SAMEA4065064				USA:NY:NYC		BP70										male			PAT	
OTHER		150	PRJEB14696	SAMEA4065065		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589037		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BP71.10.fec	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518058	ERS1236175	ERP016357	SAMEA4065065				USA:NY:NYC		BP71										male			PAT	
OTHER		150	PRJEB14696	SAMEA4065066		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589038		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BP71.13.fec	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518059	ERS1236176	ERP016357	SAMEA4065066				USA:NY:NYC		BP71										male			PAT	
OTHER		150	PRJEB14696	SAMEA4065067		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589039		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BP71.3.fec	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518060	ERS1236177	ERP016357	SAMEA4065067				USA:NY:NYC		BP71										male			PAT	
OTHER		150	PRJEB14696	SAMEA4065068		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589040		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BP71.6.fec	2016-10-03	1	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518061	ERS1236178	ERP016357	SAMEA4065068				USA:NY:NYC		BP71										male			PAT	
OTHER		150	PRJEB14696	SAMEA4065069		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589041		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BS115.3.fec	2016-10-03	1	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518062	ERS1236179	ERP016357	SAMEA4065069				USA:NY:NYC		BS115										female			STAT	
OTHER		150	PRJEB14696	SAMEA4065070		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589042		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BS115.6.cec	2016-10-03	3	2	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518063	ERS1236180	ERP016357	SAMEA4065070				USA:NY:NYC		BS115.6.cec										female			STAT	
OTHER		150	PRJEB14696	SAMEA4065071		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589043		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BS115.6.fec	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518064	ERS1236181	ERP016357	SAMEA4065071				USA:NY:NYC		BS115										female			STAT	
OTHER		150	PRJEB14696	SAMEA4065072		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589044		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BS115.6.ile	2016-10-03	1	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518065	ERS1236182	ERP016357	SAMEA4065072				USA:NY:NYC		BS115.6.ile										female			STAT	
OTHER		150	PRJEB14696	SAMEA4065073		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589045		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BS116.3.fec	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518066	ERS1236183	ERP016357	SAMEA4065073				USA:NY:NYC		BS116										female			STAT	
OTHER		150	PRJEB14696	SAMEA4065074		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589046		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BS116.6.cec	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518067	ERS1236184	ERP016357	SAMEA4065074				USA:NY:NYC		BS116.6.cec										female			STAT	
OTHER		150	PRJEB14696	SAMEA4065075		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589047		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BS116.6.fec	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518068	ERS1236185	ERP016357	SAMEA4065075				USA:NY:NYC		BS116										female			STAT	
OTHER		150	PRJEB14696	SAMEA4065076		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589048		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BS116.6.ile	2016-10-03	1	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518069	ERS1236186	ERP016357	SAMEA4065076				USA:NY:NYC		BS116.6.ile										female			STAT	
OTHER		150	PRJEB14696	SAMEA4065077		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589049		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BS117.3.fec	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518070	ERS1236187	ERP016357	SAMEA4065077				USA:NY:NYC		BS117										female			STAT	
OTHER		150	PRJEB14696	SAMEA4065078		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589050		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BS117.6.cec	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518071	ERS1236188	ERP016357	SAMEA4065078				USA:NY:NYC		BS117.6.cec										female			STAT	
OTHER		150	PRJEB14696	SAMEA4065079		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589051		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BS117.6.fec	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518072	ERS1236189	ERP016357	SAMEA4065079				USA:NY:NYC		BS117										female			STAT	
OTHER		150	PRJEB14696	SAMEA4065080		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589052		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BS117.6.ile	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518073	ERS1236190	ERP016357	SAMEA4065080				USA:NY:NYC		BS117.6.ile										female			STAT	
OTHER		150	PRJEB14696	SAMEA4065081		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589053		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BS118.3.fec	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518074	ERS1236191	ERP016357	SAMEA4065081				USA:NY:NYC		BS118										female			STAT	
OTHER		150	PRJEB14696	SAMEA4065082		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589054		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BS118.6.cec	2016-10-03	1	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518075	ERS1236192	ERP016357	SAMEA4065082				USA:NY:NYC		BS118.6.cec										female			STAT	
OTHER		150	PRJEB14696	SAMEA4065083		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589055		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BS118.6.fec	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518076	ERS1236193	ERP016357	SAMEA4065083				USA:NY:NYC		BS118										female			STAT	
OTHER		150	PRJEB14696	SAMEA4065084		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589056		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BS118.6.ile	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518077	ERS1236194	ERP016357	SAMEA4065084				USA:NY:NYC		BS118.6.ile										female			STAT	
OTHER		150	PRJEB14696	SAMEA4065085		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589057		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BS119.3.fec	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518078	ERS1236195	ERP016357	SAMEA4065085				USA:NY:NYC		BS119										male			STAT	
OTHER		150	PRJEB14696	SAMEA4065086		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589058		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BS119.6.cec	2016-10-03	1	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518079	ERS1236196	ERP016357	SAMEA4065086				USA:NY:NYC		BS119.6.cec										male			STAT	
OTHER		150	PRJEB14696	SAMEA4065087		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589059		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BS119.6.fec	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518080	ERS1236197	ERP016357	SAMEA4065087				USA:NY:NYC		BS119										male			STAT	
OTHER		150	PRJEB14696	SAMEA4065088		UNIVERSITY OF CALIFORNIA SAN DIEGO MICROBIOME INIT	public	contigs fastq run.zq sra	ftp-ena gs ncbi s3 sra-sos	gs.US s3.us-east-1 sra-sos.be-md sra-sos.st-va	2016-07-06	ERX1589060		0	Illumina MiSeq	SINGLE	PCR	METAGENOMIC	10508.BS119.6.ile	2016-10-03	2	1	mouse gut metagenome	ILLUMINA	2016-07-12	ERR1518081	ERS1236198	ERP016357	SAMEA4065088				USA:NY:NYC		BS119.6.ile										male			STAT	
